inchikey14,metric_ik14,n_libs,n_spectra,libs
RZKGHMDTQLIYBS,RZKGHMDTQLIYBS,1,3,enveda-180
RZKIKKDZPHCGNC,RZKIKKDZPHCGNC,1,4,enveda-180
RZKJYUFQYOXZIS,RZKJYUFQYOXZIS,2,9,pluskal_ms2;gnps
RZKKKIFJHAMFDR,RZKKKIFJHAMFDR,1,1,enveda-180
RZKLRJHSPAZCKQ,RZKLRJHSPAZCKQ,1,4,gnps
RZKMNFBXGFBGET,RZKMNFBXGFBGET,1,5,enveda-180
RZKQDXPQFNCWPH,RZKQDXPQFNCWPH,1,3,enveda-180
RZKQGOHULYTXOO,RZKQGOHULYTXOO,1,22,pluskal_ms2
RZKQNQIBNWUTRT,RZKQNQIBNWUTRT,1,3,enveda-180
RZKSESXALYEQFW,RZKSESXALYEQFW,1,4,enveda-180
RZKSQRIPRKWVBU,RZKSQRIPRKWVBU,2,10,pluskal_ms2;drug_plus
RZKSVKQFDVWWTM,RZKSVKQFDVWWTM,1,4,enveda-180
RZKWWWULHVJNNM,RZKWWWULHVJNNM,1,3,spectraverse
RZKYWBCZEFECFS,RZKYWBCZEFECFS,2,18,pluskal_ms2;enveda-180
RZKZJERAFMFNMF,RZKZJERAFMFNMF,1,2,gnps
RZKZZPWUVSZRAG,RZKZZPWUVSZRAG,1,11,enveda-180
RZKZZVFBYISXRU,RZKZZVFBYISXRU,1,3,enveda-180
RZLARKPIPKJSAV,RZLARKPIPKJSAV,2,20,pluskal_ms2;gnps
RZLBHRRLJNEQAK,RZLBHRRLJNEQAK,1,2,enveda-180
RZLBPWDZINESDU,RZLBPWDZINESDU,1,2,enveda-180
RZLCKHJLSZXITQ,RZLCKHJLSZXITQ,1,13,pluskal_ms2
RZLDNXSKQLBGMO,RZLDNXSKQLBGMO,1,1,spectraverse
RZLDSBTXXJRIRU,RZLDSBTXXJRIRU,1,2,spectraverse
RZLFGHCMZDNVNK,RZLFGHCMZDNVNK,1,1,massbank
RZLHGQLYNZQZQQ,RZLHGQLYNZQZQQ,1,8,gnps
RZLMNKHIGUDXLD,RZLMNKHIGUDXLD,1,21,pluskal_ms2
RZLMNRRAOGGLDI,RZLMNRRAOGGLDI,1,7,enveda-180
RZLNNAHMVRQWAN,RZLNNAHMVRQWAN,1,8,enveda-180
RZLNNDXHZLGNCU,RZLNNDXHZLGNCU,1,2,enveda-180
RZLOFMVWEMZGDN,RZLOFMVWEMZGDN,1,5,spectraverse
RZLOZLNFGXDOCJ,RZLOZLNFGXDOCJ,1,4,enveda-180
RZLQVWRMJJDCKY,RZLQVWRMJJDCKY,1,1,gnps
RZLSWTRGCDJJGA,RZLSWTRGCDJJGA,1,8,enveda-180
RZLUFADQSCWCAX,RZLUFADQSCWCAX,1,5,pluskal_ms2
RZLUXHPSFIPLTL,RZLUXHPSFIPLTL,1,4,enveda-180
RZLVAJRTTKYTGQ,RZLVAJRTTKYTGQ,3,3,gnps;massbank;riken
RZMCXMNNXGCFQG,RZMCXMNNXGCFQG,1,2,gnps
RZMCYRUQZWZSMQ,RZMCYRUQZWZSMQ,1,10,enveda-180
RZMIOXKSZOINKQ,RZMIOXKSZOINKQ,1,2,enveda-180
RZMJFUCSNMCAEX,RZMJFUCSNMCAEX,1,10,enveda-180
RZMKZQHZXVDDCL,RZMKZQHZXVDDCL,1,2,enveda-180
RZMLEHKPUAOWDA,RZMLEHKPUAOWDA,1,10,pluskal_ms2
RZMLVIHXZGQADB,RZMLVIHXZGQADB,2,15,pluskal_ms2;gnps
RZMUABAAIKIJCD,RZMUABAAIKIJCD,1,1,gnps
RZMURQBZPHHOHV,RZMURQBZPHHOHV,1,4,enveda-180
RZMXFRMSYWLGDP,RZMXFRMSYWLGDP,1,10,enveda-180
RZNBYPCDRPMYBW,RZNBYPCDRPMYBW,1,6,enveda-180
RZNGQMRZSCHCGW,RZNGQMRZSCHCGW,1,2,enveda-180
RZNHDDDRGHHFPN,RZNHDDDRGHHFPN,1,8,enveda-180
RZNIFCWSNAETSG,RZNIFCWSNAETSG,1,5,enveda-180
RZNKYAXXVTULOJ,RZNKYAXXVTULOJ,1,17,pluskal_ms2
RZNLTQJCILOBGB,RZNLTQJCILOBGB,1,4,enveda-180
RZNMJTNRWYGNCP,RZNMJTNRWYGNCP,1,2,enveda-180
RZNQIZCHAKEUIZ,RZNQIZCHAKEUIZ,1,8,enveda-180
RZNSDVFXMDXSTB,RZNSDVFXMDXSTB,1,5,enveda-180
RZNUIYPHQFXBAN,RZNUIYPHQFXBAN,2,22,pluskal_ms2;gnps
RZNVRFGCEXCSIO,RZNVRFGCEXCSIO,1,8,enveda-180
RZNYQNSTXYXXCS,RZNYQNSTXYXXCS,1,5,enveda-180
RZODSDSLRUUUSO,RZODSDSLRUUUSO,1,4,enveda-180
RZOGFKGVBPHZRP,RZOGFKGVBPHZRP,1,8,enveda-180
RZOIQUXHKIYEJI,RZOIQUXHKIYEJI,1,9,enveda-180
RZOJSSTVSSYMSF,RZOJSSTVSSYMSF,1,4,enveda-180
RZOKLOALAAAKHW,RZOKLOALAAAKHW,1,2,massbank
RZONEUCUAJYFDH,RZONEUCUAJYFDH,1,8,enveda-180
RZOVPOBHQNWVEW,RZOVPOBHQNWVEW,1,16,enveda-180
RZOYFWFOLHZHIL,RZOYFWFOLHZHIL,1,2,enveda-180
RZPAKFUAFGMUPI,RZPAKFUAFGMUPI,6,38,riken;mona;massbank;msdial;gnps;drug_plus
RZPBLWJNVXVHGK,RZPBLWJNVXVHGK,1,3,enveda-180
RZPDNDSSUGJDEO,RZPDNDSSUGJDEO,1,1,gnps
RZPDVHQPQYNIEM,RZPDVHQPQYNIEM,1,19,enveda-180
RZPGDKBBSQNSSH,RZPGDKBBSQNSSH,1,13,pluskal_ms2
RZPGMPNEIFTNJM,RZPGMPNEIFTNJM,1,3,enveda-180
RZPHPPIAPAZSBA,RZPHPPIAPAZSBA,1,3,enveda-180
RZPJEQKHFXBVJC,RZPJEQKHFXBVJC,1,8,pluskal_ms2
RZPJXMNQHCVJKO,RZPJXMNQHCVJKO,1,4,enveda-180
RZPNOEBWHXKGOU,RZPNOEBWHXKGOU,1,3,enveda-180
RZPOILIIUSUZHL,RZPOILIIUSUZHL,1,1,gnps
RZPQRANYHKEYJN,RZPQRANYHKEYJN,1,4,enveda-180
RZPRGQZQZRAVPW,RZPRGQZQZRAVPW,1,6,enveda-180
RZQABYSNEVZCPA,RZQABYSNEVZCPA,1,5,enveda-180
RZQDYCKKOQNCKE,RZQDYCKKOQNCKE,1,22,pluskal_ms2
RZQFYRFFXDQRRZ,RZQFYRFFXDQRRZ,2,9,pluskal_ms2;gnps
RZQHWSDMLZHIRN,RZQHWSDMLZHIRN,6,47,riken;mona;gnps;msdial;pluskal_ms2;massbank
RZQKTVJTEUJWRC,RZQKTVJTEUJWRC,1,4,enveda-180
RZQKUKMLSGTKAO,RZQKUKMLSGTKAO,2,11,pluskal_ms2;gnps
RZQNQMRSGMXXMH,RZQNQMRSGMXXMH,3,10,mona;riken;msdial
RZQNZHKQYJLGHY,RZQNZHKQYJLGHY,1,6,enveda-180
RZQOPGFIYQJALS,RZQOPGFIYQJALS,1,2,gnps
RZQUYUSADRQECF,RZQUYUSADRQECF,1,10,enveda-180
RZQWLAMQGKYBJM,RZQWLAMQGKYBJM,1,4,enveda-180
RZQWXOWLMSXBLJ,RZQWXOWLMSXBLJ,1,7,enveda-180
RZQYIBLDEWXKBM,RZQYIBLDEWXKBM,1,3,enveda-180
RZQZEFZBZYHKSR,RZQZEFZBZYHKSR,1,10,enveda-180
RZRAYBOVMXHBTL,RZRAYBOVMXHBTL,1,10,enveda-180
RZRBFJFJSWDTIM,RZRBFJFJSWDTIM,1,2,enveda-180
RZRBVJXWISSKJF,RZRBVJXWISSKJF,1,10,pluskal_ms2
RZRCLTRVUOFABU,RZRCLTRVUOFABU,1,4,enveda-180
RZRDQGXBPBSILQ,RZRDQGXBPBSILQ,1,6,enveda-180
RZRDQXWNTHQGSU,RZRDQXWNTHQGSU,1,2,spectraverse
RZRDRVMYQUDQDK,RZRDRVMYQUDQDK,1,8,enveda-180
RZRDUNUVYCTUFS,RZRDUNUVYCTUFS,1,1,gnps
RZRFTWGBVGDHAV,RZRFTWGBVGDHAV,1,12,enveda-180
RZRGHXUCPPVWKC,RZRGHXUCPPVWKC,1,11,enveda-180
RZRJIZCZRKASJS,RZRJIZCZRKASJS,1,4,enveda-180
RZRKLCBSFPOTIQ,MIMFCUPPJSEONG,1,1,riken
RZRNAYUHWVFMIP,RZRNAYUHWVFMIP,6,94,gnps;riken;mona;massbank;msdial;drug_plus
RZRNJKWVJKIZPB,RZRNJKWVJKIZPB,1,4,enveda-180
RZRPTBIGEANTGU,KIEUSUVLMCIWSA,5,41,riken;mona;gnps;msdial;massbank
RZRPYIYBBWUKRK,RZRPYIYBBWUKRK,1,3,enveda-180
RZRQHWHJAKKKQP,RZRQHWHJAKKKQP,1,4,enveda-180
RZRQJICXYQPEQJ,RZRQJICXYQPEQJ,1,13,pluskal_ms2
RZRUAJVZBGSRTR,RZRUAJVZBGSRTR,1,5,gnps
RZRUWDVDIKFNFZ,RZRUWDVDIKFNFZ,1,10,pluskal_ms2
RZRVHZBUBYLVRC,RZRVHZBUBYLVRC,1,3,enveda-180
RZRWDAXOEWRRSN,RZRWDAXOEWRRSN,1,4,enveda-180
RZRWIQXRLCDBNW,RZRWIQXRLCDBNW,1,10,enveda-180
RZRZEITUHFXRBF,RZRZEITUHFXRBF,1,1,gnps
RZRZEMZBRLEOMR,RZRZEMZBRLEOMR,1,8,enveda-180
RZRZPDHETIWQHO,RZRZPDHETIWQHO,1,14,enveda-180
RZRZVQKSWAMLKR,RZRZVQKSWAMLKR,1,6,enveda-180
RZSDKNATIFYPNV,RZSDKNATIFYPNV,1,8,enveda-180
RZSDUGLTOIXDCZ,RZSDUGLTOIXDCZ,1,9,enveda-180
RZSGQQMHGKDINK,RZSGQQMHGKDINK,1,5,enveda-180
RZSKZPXXXULRDU,RZSKZPXXXULRDU,1,7,pluskal_ms2
RZSLJDZMTFUEFV,RZSLJDZMTFUEFV,1,3,enveda-180
RZSLTTCNNHYSNU,RZSLTTCNNHYSNU,1,8,enveda-180
RZSOAINKXCCTQA,RZSOAINKXCCTQA,1,7,enveda-180
RZSQNNYIVHFDLB,HJEFEHSOKNOHSO,1,7,pluskal_ms2
RZSSBQIPLMMYHK,RZSSBQIPLMMYHK,1,3,enveda-180
RZTAMFZIAATZDJ,HAQDEJPEAKWAAM,6,62,gnps;pluskal_ms2;drug_plus;massbank;mona;riken
RZTDOYYWHBTYKT,RZTDOYYWHBTYKT,1,7,enveda-180
RZTGBQDLMZIXKK,RZTGBQDLMZIXKK,1,12,enveda-180
RZTGNBYYTQUZSS,RZTGNBYYTQUZSS,1,1,enveda-180
RZTJMQOHSXOZAY,RZTJMQOHSXOZAY,1,9,enveda-180
RZTKPQMGHXPNFR,RZTKPQMGHXPNFR,1,3,enveda-180
RZTNQQKCVVYZAY,RZTNQQKCVVYZAY,1,3,enveda-180
RZTOWFMDBDPERY,RZTOWFMDBDPERY,1,3,gnps
RZTPUIILXPGCDT,RZTPUIILXPGCDT,1,8,enveda-180
RZTQRXFOQQOIOP,RZTQRXFOQQOIOP,1,10,enveda-180
RZTSAJOGZSMFMQ,RZTSAJOGZSMFMQ,1,2,gnps
RZTXEFNQVSIABH,RZTXEFNQVSIABH,1,6,enveda-180
RZTXKTSBJWWWMP,RZTXKTSBJWWWMP,1,8,pluskal_ms2
RZTXLHPXZFPKGC,RZTXLHPXZFPKGC,3,3,gnps;massbank;riken
RZTXPGPTYHMOOZ,RZTXPGPTYHMOOZ,1,4,enveda-180
RZTXUFFPJBDWDT,RZTXUFFPJBDWDT,1,11,enveda-180
RZTYKATVXOQBDE,RZTYKATVXOQBDE,1,5,pluskal_ms2
RZUCCKARTVHQBW,RZUCCKARTVHQBW,1,104,riken
RZUDBHXCOYJBGL,RZUDBHXCOYJBGL,2,8,pluskal_ms2;gnps
RZUDHMFVWXWALG,RZUDHMFVWXWALG,1,1,spectraverse
RZUFUSMXWUEAAI,RZUFUSMXWUEAAI,1,7,enveda-180
RZUGNXZEIINYNN,RZUGNXZEIINYNN,1,8,enveda-180
RZUHGAKUNBFQJS,RZUHGAKUNBFQJS,1,4,gnps
RZUJLZJHFDEMIM,RZUJLZJHFDEMIM,1,3,enveda-180
RZULOIJKBPUNCO,RZULOIJKBPUNCO,1,9,enveda-180
RZULRMYSYDPDPP,RZULRMYSYDPDPP,1,1,gnps
RZULTGUUMMGGOG,RZULTGUUMMGGOG,1,3,enveda-180
RZUOCXOYPYGSKL,RZUOCXOYPYGSKL,2,42,pluskal_ms2;gnps
RZUOWULFBPDHAS,RZUOWULFBPDHAS,1,4,enveda-180
RZUPHFKWLSQCQT,RZUPHFKWLSQCQT,1,7,enveda-180
RZUPIGTYJFWOQS,RZUPIGTYJFWOQS,1,6,enveda-180
RZUYDNOXQRJDMS,RZUYDNOXQRJDMS,1,15,enveda-180
RZVAJINKPMORJF,RZVAJINKPMORJF,7,202,massbank;gnps;mona;riken;msdial;masaryk;drug_plus
RZVAWZCVGDVMSA,RZVAWZCVGDVMSA,1,3,enveda-180
RZVBYDRFTUAYDM,RZVBYDRFTUAYDM,1,3,enveda-180
RZVCEPSDYHAHLX,RZVCEPSDYHAHLX,1,6,massbank
RZVHIXYEVGDQDX,RZVHIXYEVGDQDX,3,94,riken;massbank;gnps
RZVIGZQSPUNMCL,RZVIGZQSPUNMCL,1,4,enveda-180
RZVKWLPTWZHKJS,RZVKWLPTWZHKJS,1,6,enveda-180
RZVLQGOIANISBO,RZVLQGOIANISBO,1,1,spectraverse
RZVMBTPZZIBBEY,RZVMBTPZZIBBEY,1,8,pluskal_ms2
RZVPBGBYGMDSBG,RZVPBGBYGMDSBG,2,26,gnps;pluskal_ms2
RZVUCQZHOKQLFV,RZVUCQZHOKQLFV,1,83,riken
RZVVVARVYMEZIM,RZVVVARVYMEZIM,1,22,pluskal_ms2
RZVVYJSNUACCSO,RZVVYJSNUACCSO,1,8,enveda-180
RZVWUGCQBCSXBM,RZVWUGCQBCSXBM,1,3,enveda-180
RZVXBAJHHXSCCO,RZVXBAJHHXSCCO,1,3,enveda-180
RZVXCBXRNQXXKZ,RZVXCBXRNQXXKZ,1,10,enveda-180
RZVXERZDEXEGAK,RZVXERZDEXEGAK,1,3,enveda-180
RZVYTWRTBDNOPF,RZVYTWRTBDNOPF,3,5,mona;riken;msdial
RZWAEEMCPNSIRC,RZWAEEMCPNSIRC,1,7,enveda-180
RZWAHLFELFDBIA,RZWAHLFELFDBIA,1,6,enveda-180
RZWAKUMNECKMAC,RZWAKUMNECKMAC,1,6,enveda-180
RZWFRNUGDLQWQR,RZWFRNUGDLQWQR,1,12,enveda-180
RZWGMDBJTMOMTK,RZWGMDBJTMOMTK,1,8,gnps
RZWJHHIDDXJFKE,RZWJHHIDDXJFKE,1,4,enveda-180
RZWKDAXOIBXQGZ,RZWKDAXOIBXQGZ,1,4,gnps
RZWKNRGIFUNYEP,RZWKNRGIFUNYEP,1,3,enveda-180
RZWMHBWZHVKZMV,RZWMHBWZHVKZMV,1,4,enveda-180
RZWMHIOTVVSPGF,RZWMHIOTVVSPGF,1,7,pluskal_ms2
RZWNLHGMFCXZLU,RZWNLHGMFCXZLU,1,7,enveda-180
RZWOIGRSQHXWBC,RZWOIGRSQHXWBC,1,7,enveda-180
RZWORNXENDEBFF,RZWORNXENDEBFF,1,18,pluskal_ms2
RZWOYLMQVALZJL,RZWOYLMQVALZJL,1,11,enveda-180
RZWPJFMNFATBEG,RZWPJFMNFATBEG,1,3,gnps
RZWQTPDGXPKQRC,RZWQTPDGXPKQRC,1,8,enveda-180
RZWUEJUUAVWCBV,RZWUEJUUAVWCBV,1,3,enveda-180
RZWVBSYMPVCZNJ,RZWVBSYMPVCZNJ,1,8,pluskal_ms2
RZWVOVREVRDLFO,RZWVOVREVRDLFO,1,4,enveda-180
RZXBYAUFGITBIZ,RZXBYAUFGITBIZ,1,8,enveda-180
RZXCWEKZYNOGAD,RZXCWEKZYNOGAD,1,14,enveda-180
RZXGUUKAEOBPPC,RZXGUUKAEOBPPC,1,7,enveda-180
RZXKREVJGKXQBA,RZXKREVJGKXQBA,1,6,enveda-180
RZXKZZPMSRRECC,RZXKZZPMSRRECC,1,8,enveda-180
RZXMCSUGGZZJME,RZXMCSUGGZZJME,1,14,pluskal_ms2
RZXMIHOUHYSGJO,RZXMIHOUHYSGJO,2,6,pluskal_ms2;gnps
RZXMPPFPUUCRFN,RZXMPPFPUUCRFN,1,3,massbank
RZXNNUPGDFGBQV,RZXNNUPGDFGBQV,1,2,enveda-180
RZXOTONNIVERHW,RZXOTONNIVERHW,1,8,pluskal_ms2
RZXRFBVDLRTOQW,RZXRFBVDLRTOQW,1,1,spectraverse
RZXSNDHBMYOXQO,RZXSNDHBMYOXQO,1,4,enveda-180
RZXSONPPPRJQSX,RZXSONPPPRJQSX,1,6,enveda-180
RZXULQOTWXBBTO,RZXULQOTWXBBTO,1,8,pluskal_ms2
RZXWIHKEACPBNC,RZXWIHKEACPBNC,1,5,enveda-180
RZXXXVCPLIEYOK,RZXXXVCPLIEYOK,1,1,spectraverse
RZYBDXVHLLCTNG,RZYBDXVHLLCTNG,1,9,enveda-180
RZYDHBUFYWUKGG,RZYDHBUFYWUKGG,1,1,gnps
RZYMUFPFPOYNJJ,RZYMUFPFPOYNJJ,1,2,spectraverse
RZYQLUPPJFXCIZ,RZYQLUPPJFXCIZ,1,1,gnps
RZYSOAUWNNSVLQ,RZYSOAUWNNSVLQ,1,4,enveda-180
RZYUTTPFSAIDPH,RZYUTTPFSAIDPH,1,6,enveda-180
RZYVIJMOXIGQRX,RZYVIJMOXIGQRX,1,3,spectraverse
RZYVWIATVHPFDR,RZYVWIATVHPFDR,1,3,enveda-180
RZYXUJMGVRVRSD,RZYXUJMGVRVRSD,1,13,enveda-180
RZYXZPGPYLWODJ,RZYXZPGPYLWODJ,1,2,enveda-180
RZYYVTGHVJQUCB,RZYYVTGHVJQUCB,1,8,enveda-180
RZYZOHYECXYNMX,RZYZOHYECXYNMX,1,4,enveda-180
RZZBRZHAHYOXNH,RZZBRZHAHYOXNH,1,4,enveda-180
RZZGAMUARHRLJN,RZZGAMUARHRLJN,4,22,massbank;msdial;riken;mona
RZZGDFMRRLFKRP,RZZGDFMRRLFKRP,1,5,pluskal_ms2
RZZGQUKFPAHLDL,RZZGQUKFPAHLDL,1,1,enveda-180
RZZHIYQRHXFBNP,RZZHIYQRHXFBNP,1,4,enveda-180
RZZKCCJJWCCXNP,RZZKCCJJWCCXNP,1,10,enveda-180
RZZLMGATMUAJPX,RZZLMGATMUAJPX,3,6,gnps;mona;riken
RZZMFAQVLCWNFF,RZZMFAQVLCWNFF,1,4,enveda-180
RZZNLAIIWBXFTF,RZZNLAIIWBXFTF,2,7,pluskal_ms2;gnps
RZZPDXZPRHQOCG,RZZPDXZPRHQOCG,7,139,gnps;mona;riken;pluskal_ms2;msdial;massbank;drug_plus
RZZPJYIXAGQXGD,RZZPJYIXAGQXGD,1,2,gnps
RZZQOBRMFRVWBW,RZZQOBRMFRVWBW,1,3,spectraverse
RZZRRVGTTBXRPW,RZZRRVGTTBXRPW,1,6,enveda-180
RZZUKYYODNLZSZ,RZZUKYYODNLZSZ,1,3,enveda-180
RZZUZYMEIYJQNS,RZZUZYMEIYJQNS,1,1,gnps
RZZVUOZHTQNUOC,RZZVUOZHTQNUOC,1,7,pluskal_ms2
RZZZBDTYQJTHTM,RZZZBDTYQJTHTM,1,9,enveda-180
RZZZEWRCETWQBB,RZZZEWRCETWQBB,1,3,enveda-180
SAAAHKNKQWQIGH,SAAAHKNKQWQIGH,1,16,enveda-180
SAAANECAAZYYHH,SAAANECAAZYYHH,1,8,enveda-180
SAABNAXOYMHBLL,SAABNAXOYMHBLL,1,12,enveda-180
SAADBVWGJQAEFS,SAADBVWGJQAEFS,6,61,gnps;riken;massbank;mona;msdial;drug_plus
SAADHHFITDWEGJ,SAADHHFITDWEGJ,1,4,enveda-180
SAADZRJBOQGELC,SAADZRJBOQGELC,1,8,gnps
SAAGOLHCEBAPNI,SAAGOLHCEBAPNI,1,11,enveda-180
SAAIBRLYJHSFDZ,SAAIBRLYJHSFDZ,1,7,enveda-180
SAAIMSPKVXSJQF,SAAIMSPKVXSJQF,1,6,enveda-180
SAAJHGZQDAAZBJ,SAAJHGZQDAAZBJ,1,4,enveda-180
SAAMTQWHTJFLHB,SAAMTQWHTJFLHB,1,8,enveda-180
SAANXQHKGDBWCI,SAANXQHKGDBWCI,1,8,pluskal_ms2
SAAOJHIJPRFVRP,SAAOJHIJPRFVRP,1,7,enveda-180
SAARDAQPPKMVCZ,SAARDAQPPKMVCZ,1,4,enveda-180
SAARUYPOUJCYSX,SAARUYPOUJCYSX,1,3,enveda-180
SAAUSSZIYDYIHP,SAAUSSZIYDYIHP,1,3,enveda-180
SAAUWGXBRDAXSB,SAAUWGXBRDAXSB,1,4,enveda-180
SAAVSJSYDOSDJR,SAAVSJSYDOSDJR,1,3,enveda-180
SAAYFJXUSIMOJH,SAAYFJXUSIMOJH,1,11,enveda-180
SAAYRIWIXDMBRQ,SAAYRIWIXDMBRQ,1,6,enveda-180
SABAVRVYIARRHQ,SABAVRVYIARRHQ,1,4,enveda-180
SABCQFSXMJQCAG,SABCQFSXMJQCAG,3,16,pluskal_ms2;enveda-180;gnps
SABKSNNMIBETOI,SABKSNNMIBETOI,1,5,enveda-180
SABPJRPQUBIRAG,SABPJRPQUBIRAG,1,12,enveda-180
SABTZOJNTCHSRN,SABTZOJNTCHSRN,1,3,enveda-180
SABYITLYKSVAAD,SABYITLYKSVAAD,2,2,mona;riken
SABZQUOBNXDLDV,SABZQUOBNXDLDV,1,16,massbank
SACCIJZKGAPINV,SACCIJZKGAPINV,1,3,enveda-180
SACIKZDBWVJZQH,SACIKZDBWVJZQH,1,11,enveda-180
SACIXOLGIWUXTG,SACIXOLGIWUXTG,1,3,gnps
SACKFBGRWYSCQK,SACKFBGRWYSCQK,1,4,spectraverse
SACMTBLDYUDMNV,SACMTBLDYUDMNV,1,12,enveda-180
SACMWYCDSAFZOJ,SACMWYCDSAFZOJ,1,1,gnps
SACOBRXTOAHOAR,SACOBRXTOAHOAR,1,12,enveda-180
SACOMADJNILMLR,SACOMADJNILMLR,1,11,enveda-180
SACOSHMJODGKJE,SACOSHMJODGKJE,1,3,enveda-180
SACQQOXTMBSJGA,SACQQOXTMBSJGA,1,3,enveda-180
SACSLUFTBYLUTA,SACSLUFTBYLUTA,1,11,enveda-180
SACWUDURDYBKGA,SACWUDURDYBKGA,1,8,enveda-180
SACXYPOJOUIPAP,SACXYPOJOUIPAP,1,3,gnps
SACZKUZGVPWJSL,SACZKUZGVPWJSL,1,4,enveda-180
SADAOVOLILWFIU,SADAOVOLILWFIU,5,24,pluskal_ms2;riken;mona;msdial;gnps
SADBPBSWWSSPQH,SADBPBSWWSSPQH,1,5,enveda-180
SADFVTUONQTJOL,SADFVTUONQTJOL,1,4,enveda-180
SADLGVPREDLTBV,SADLGVPREDLTBV,1,2,gnps
SADLISVRAQRGEJ,SADLISVRAQRGEJ,1,3,enveda-180
SADLKPBJJQLAOZ,SADLKPBJJQLAOZ,1,9,enveda-180
SADMZZOVORDXCH,SADMZZOVORDXCH,4,24,gnps;riken;mona;msdial
SADNTZUXJJIGGQ,SADNTZUXJJIGGQ,1,8,enveda-180
SADXVDLZMJCWBI,SADXVDLZMJCWBI,1,11,enveda-180
SADYRSZKQQCSBA,SADYRSZKQQCSBA,1,4,enveda-180
SADZLCHMBZMNMI,SADZLCHMBZMNMI,1,8,enveda-180
SAECRBBEUYHCNW,SAECRBBEUYHCNW,1,9,enveda-180
SAECVBYORKLTFQ,SAECVBYORKLTFQ,1,15,enveda-180
SAEFVRPPSACNMK,SAEFVRPPSACNMK,1,3,spectraverse
SAEFXOJAEDXDBM,SAEFXOJAEDXDBM,3,8,pluskal_ms2;riken;mona
SAEGVASGMTZGFI,SAEGVASGMTZGFI,1,5,pluskal_ms2
SAEHBZBEYQQTRS,SAEHBZBEYQQTRS,1,4,gnps
SAEIKABHCPJHAH,SAEIKABHCPJHAH,1,6,enveda-180
SAEIXFNRUZYVOM,SAEIXFNRUZYVOM,1,4,enveda-180
SAEJKOTXEAQMQP,SAEJKOTXEAQMQP,1,13,pluskal_ms2
SAEJTUCVNHSXEE,SAEJTUCVNHSXEE,1,8,enveda-180
SAEKEUIKRMJUKX,SAEKEUIKRMJUKX,1,5,enveda-180
SAELVKDBJPOKJV,SAELVKDBJPOKJV,1,1,spectraverse
SAELZHBLSWEOIS,SAELZHBLSWEOIS,1,4,enveda-180
SAENRUGNBMDNSY,SAENRUGNBMDNSY,1,3,enveda-180
SAENVBBKIQEAAC,SAENVBBKIQEAAC,1,2,gnps
SAEOBVDBKIKEIZ,SAEOBVDBKIKEIZ,1,1,enveda-180
SAEPUUXWQQNLGN,SAEPUUXWQQNLGN,1,78,spectraverse
SAERKXUSZPTMCQ,SAERKXUSZPTMCQ,1,1,gnps
SAEUNGVVSURQSM,SAEUNGVVSURQSM,1,2,gnps
SAEVEKORHOJPJP,SAEVEKORHOJPJP,1,12,enveda-180
SAEYZMGUZJPQON,SAEYZMGUZJPQON,1,3,enveda-180
SAFAFIAXJZJNIU,SAFAFIAXJZJNIU,1,11,enveda-180
SAFFCLLNOIZNFD,SAFFCLLNOIZNFD,1,4,enveda-180
SAFHMVMRDNHMNO,SAFHMVMRDNHMNO,1,5,enveda-180
SAFJXPSDCQRXJI,SAFJXPSDCQRXJI,1,4,enveda-180
SAFKFTXGYHFIHK,SAFKFTXGYHFIHK,1,4,enveda-180
SAFPQDBNJOKZOV,SAFPQDBNJOKZOV,5,8,massbank;mona;riken;gnps;msdial
SAFQAKMUBJMSRY,SAFQAKMUBJMSRY,1,12,enveda-180
SAFRHAICNLZWBP,SAFRHAICNLZWBP,1,8,enveda-180
SAFVVLQOHXPHIF,SAFVVLQOHXPHIF,1,18,pluskal_ms2
SAFWCJGMFWWKME,SAFWCJGMFWWKME,1,5,enveda-180
SAFXILLLKBWMPP,SAFXILLLKBWMPP,1,6,enveda-180
SAFYHKBNYXIGKB,SAFYHKBNYXIGKB,1,1,gnps
SAGAVPMICSBZLF,SAGAVPMICSBZLF,1,6,enveda-180
SAGBPYVMMVLTFX,SAGBPYVMMVLTFX,1,4,enveda-180
SAGBVCNYQKXVAO,SAGBVCNYQKXVAO,1,10,enveda-180
SAGFFZFAJKPUGP,SAGFFZFAJKPUGP,1,8,enveda-180
SAGIRBVRTOBWJP,SAGIRBVRTOBWJP,1,4,enveda-180
SAGJQNDKENXCRR,SAGJQNDKENXCRR,1,8,pluskal_ms2
SAGOXCLXNNZUDW,SAGOXCLXNNZUDW,1,7,pluskal_ms2
SAGQKFNJJUIDRA,SAGQKFNJJUIDRA,1,8,enveda-180
SAGRAYPTRHUYKE,SAGRAYPTRHUYKE,1,3,enveda-180
SAGSZONGZQQJQR,SAGSZONGZQQJQR,1,8,enveda-180
SAGUSWPKHGSXAG,SAGUSWPKHGSXAG,1,8,enveda-180
SAGVTVOIBDGRSF,SAGVTVOIBDGRSF,1,8,enveda-180
SAGZIBJAQGBRQA,SAGZIBJAQGBRQA,1,4,pluskal_ms2
SAHBHHLIYBYVQM,SAHBHHLIYBYVQM,1,19,enveda-180
SAHBZBBVIJCUOI,SAHBZBBVIJCUOI,1,1,gnps
SAHCQBPGXQFTRA,SAHCQBPGXQFTRA,1,18,spectraverse
SAHDVXHJSGMJED,SAHDVXHJSGMJED,1,6,enveda-180
