inchikey14,metric_ik14,heavy_atom_comp,tautomer_shifted
WZJZMXBKUWKXTQ,WZJZMXBKUWKXTQ,C16N2O4,False
WZJZOQDGZWJPMO,WZJZOQDGZWJPMO,C48N1O7,False
WZKBPTIRLCFSPF,WZKBPTIRLCFSPF,C17N2O1,False
WZKCOZNEKNSHKH,WZKCOZNEKNSHKH,C14N3O4,False
WZKHHBHWAXZUGV,WZKHHBHWAXZUGV,C39O8P1,False
WZKKDJDJNCMBPN,WZKKDJDJNCMBPN,Br1C13F2N2O2,False
WZKKRZSJTLGPHH,WZKKRZSJTLGPHH,C56O12,False
WZKKZKXKSYRXPC,WZKKZKXKSYRXPC,C15N2O4S1,False
WZKMUJXWSHOIGX,WZKMUJXWSHOIGX,C15N2O4S1,False
WZKNDYAUZBUCOO,WZKNDYAUZBUCOO,C21N4O3,False
WZKNWYDNSZWUNX,WZKNWYDNSZWUNX,C20N3O3,False
WZKOARRTTBKNDF,WZKOARRTTBKNDF,C17N1O4,False
WZKPERJRPWUHAI,WZKPERJRPWUHAI,C22N4O2,False
WZKPZLPYKLGSGZ,WZKPZLPYKLGSGZ,C18N3O1S1,False
WZKUALKOLTVYGA,WZKUALKOLTVYGA,C15N1O3,False
WZKUWBCGDFBMGL,WZKUWBCGDFBMGL,C27O5,False
WZKVPNHDJRBQDS,WZKVPNHDJRBQDS,C30O6,False
WZKXBGJNNCGHIC,WZKXBGJNNCGHIC,C23N2,False
WZKXIHNDZQSJQT,WZKXIHNDZQSJQT,C15Cl1N3O2,False
WZKXULLEHRZENK,WZKXULLEHRZENK,C14F2N2O3S1,False
WZKYKWMNQFTGSV,WZKYKWMNQFTGSV,C22F1N3O3,False
WZKYMDLOUJZBTO,WZKYMDLOUJZBTO,C16F1N2O3S1,False
WZLAJYULMKIEPT,WZLAJYULMKIEPT,C22N3O2,False
WZLBVRXZNDXPPW,UHIDRWKOWDRGDV,C12N4O3S1,True
WZLCWEQWFOAPFN,WZLCWEQWFOAPFN,C15N5O1,False
WZLDRZOJTIDPRI,WZLDRZOJTIDPRI,C20N4O2,False
WZLGOXNIQRUYFJ,WZLGOXNIQRUYFJ,C19N1O3,False
WZLIPYKGYNDEDF,WZLIPYKGYNDEDF,Br1C13F1N2O2,False
WZLJFFOIPJDGBU,ARDWXVOOPZYQMS,C36O11,True
WZLJZNUTVQMVLZ,WZLJZNUTVQMVLZ,C19N2O2,False
WZLKTKXFYHYGOG,WZLKTKXFYHYGOG,C18N2O3S1,False
WZLLLFUCPNJIJQ,WZLLLFUCPNJIJQ,C18N5O3,False
WZLMFUCUGDYOJL,WZLMFUCUGDYOJL,C27N3O3,False
WZLMQHBVRGMVKW,WZLMQHBVRGMVKW,C18F3N3O2,False
WZLNHYWQVHQCNZ,WZLNHYWQVHQCNZ,C18Cl1N2O3,False
WZLOWBGYOVTRPU,WZLOWBGYOVTRPU,C16Cl1N4O1,False
WZLRSEASYUKWMZ,WZLRSEASYUKWMZ,C16N1O4S1,False
WZLXIVXYFLVYIW,WZLXIVXYFLVYIW,C16N1O3,False
WZLZBMJXFXXBNC,WZLZBMJXFXXBNC,C19N5O2,False
WZLZEYVVBCBABE,WZLZEYVVBCBABE,C17F3N3O2,False
WZLZWUWSZSLKTM,WZLZWUWSZSLKTM,C13N4O2,False
WZMCLSJTQLQOSM,WZMCLSJTQLQOSM,C18N3O2S1,False
WZMCYGDFVIIKNU,WZMCYGDFVIIKNU,C19N4O3,False
WZMGOXZDWPESJR,WZMGOXZDWPESJR,C18N2O3S1,False
WZMHCDXFUUVKOP,WZMHCDXFUUVKOP,Br1C15N2O3,False
WZMHFMWIHMUWIR,WZMHFMWIHMUWIR,C18N3O3,False
WZMHTTSQLPMVCM,WZMHTTSQLPMVCM,C18N3O2,False
WZMHXZGFHWLCGD,WZMHXZGFHWLCGD,C16N3O3S1,False
WZMHYVIDRXPCRS,WZMHYVIDRXPCRS,C18N2O3,False
WZMKDVBGECLDIP,WZMKDVBGECLDIP,C18N5O1,False
WZMKSTBHEDJSFN,WZMKSTBHEDJSFN,C16N2O4,False
WZMLTIQPOKUBPK,WZMLTIQPOKUBPK,C15F1N2O4,False
WZMMGXNFXQNEAA,WZMMGXNFXQNEAA,C16N3O2,False
WZMMZFAZQAPHKS,WZMMZFAZQAPHKS,C15N3O2S1,False
WZMQMKNCWDCCMT,WZMQMKNCWDCCMT,C14F3N3O6P1,False
WZMQYKIUGBOABR,WZMQYKIUGBOABR,C17N4O3,False
WZMUEIYUCGOJHA,WZMUEIYUCGOJHA,C20N1O4,False
WZMVNQGVOONGPK,WZMVNQGVOONGPK,C18N1O3,False
WZMWWDVMNOGHME,WZMWWDVMNOGHME,C13N1O3S1,False
WZNADTAYOUNOBR,WZNADTAYOUNOBR,C21N3O1,False
WZNAIIFDNSSJCC,WZNAIIFDNSSJCC,C18Cl2N1O3,False
WZNBOUCGKQJXSR,WZNBOUCGKQJXSR,C20O7,False
WZNDLELCAATOBB,WZNDLELCAATOBB,C28N4O1,False
WZNFXESFRFKTIU,WZNFXESFRFKTIU,C48N1O10,False
WZNHJNNLLNKMGE,WZNHJNNLLNKMGE,C17N4O3,False
WZNJWVWKTVETCG,WZNJWVWKTVETCG,C8N2O4,False
WZNLSGLRLCBNLC,WZNLSGLRLCBNLC,C16Cl1F1N1O3,False
WZNNWTPNVINQFM,WZNNWTPNVINQFM,C14N3O4,False
WZNQIALKDRINRP,WZNQIALKDRINRP,C19N1O3,False
WZNRHDITKUMKFA,WZNRHDITKUMKFA,C20N4O2,False
WZNRWMAFKWKBQM,WZNRWMAFKWKBQM,C18N3O3,False
WZNTXZMWBJPNDN,WZNTXZMWBJPNDN,C14F3N2O1,False
WZNVRYCUTMJRNX,WZNVRYCUTMJRNX,C20N3O2,False
WZOAAEOQNWFDKI,WZOAAEOQNWFDKI,C14F1N3O2S1,False
WZOBJNOPFAHZTE,WZOBJNOPFAHZTE,C21F1N1O5,False
WZOBXCMLGMORPO,WZOBXCMLGMORPO,C16N3O3S1,False
WZOCDPNISABZTR,WZOCDPNISABZTR,C12N7O2,False
WZOCHMJLNLVEOB,WZOCHMJLNLVEOB,C18Cl1N3O2,False
WZOCQVDFFHGJDX,WZOCQVDFFHGJDX,C20N4O1,False
WZOCYRRLPBEQDQ,WZOCYRRLPBEQDQ,C18F1N2O3S1,False
WZOFXFRBPQDFIE,WZOFXFRBPQDFIE,C16F2N3O4,False
WZOFYOWRVBVFBW,WZOFYOWRVBVFBW,C19N3O3,False
WZOHUOOPLKCGOQ,WZOHUOOPLKCGOQ,C17N4O2,False
WZOJBQXSPHJIRR,WZOJBQXSPHJIRR,C14F1N3O1,False
WZOJKKXRXPUVCB,WZOJKKXRXPUVCB,C15N2O4S1,False
WZOJQPWCVGDPPZ,WZOJQPWCVGDPPZ,C19N5O1,False
WZOJXPDBRDXLHM,WZOJXPDBRDXLHM,C13N2O2,False
WZOMJBYKNZFWOF,WZOMJBYKNZFWOF,C20N1O3,False
WZONUVBBBHOYBW,WZONUVBBBHOYBW,C13N1O3S1,False
WZOSKSAFDZIOOB,WZOSKSAFDZIOOB,C16N3O1S1,False
WZOSQVCAINZPMN,WZOSQVCAINZPMN,C15N5O1,False
WZOSXHVMOKYUPJ,WZOSXHVMOKYUPJ,C20N5O1,False
WZOUNWPHSNNBBK,WZOUNWPHSNNBBK,C13N4O1S1,False
WZOWKCJIMGHBTO,WZOWKCJIMGHBTO,C17N4O1,False
WZOWVVCOIKUGQP,WZOWVVCOIKUGQP,C15N4O3,False
WZOZEZRFJCJXNZ,WZOZEZRFJCJXNZ,C16N3O7S2,False
WZOZFGSHSMVWGJ,WZOZFGSHSMVWGJ,C12O9,False
WZPBZJONDBGPKJ,FLMIOANAVARRAD,C13N5O8S2,True
WZPDAQLEXVTENT,WZPDAQLEXVTENT,C18F1N2O4,False
WZPDMXQJCPABEG,WZPDMXQJCPABEG,C16N2O2,False
WZPFBPVICSJHNH,WZPFBPVICSJHNH,C15N4O4,False
WZPFCCNEYTYLIU,WZPFCCNEYTYLIU,C18Cl1N4O2S1,False
WZPFDHGHKWETLW,USODTBZRIGFCQK,C13N3O4,True
WZPMDJIDISGTHI,WZPMDJIDISGTHI,C14N3O1S1,False
WZPNITGSMOPFJB,WZPNITGSMOPFJB,C22N3O3,False
WZPNYURZTQIZKN,WZPNYURZTQIZKN,C22N3O2,False
WZPODSCJBSNKBF,WZPODSCJBSNKBF,C13Cl1N3O3S1,False
WZPPHHCKOZRFOO,WZPPHHCKOZRFOO,C18N2O5,False
WZPPKLIFRIGODY,WZPPKLIFRIGODY,C25N4O4,False
WZPPLFZITYXGKS,WZPPLFZITYXGKS,C14N2O4S1,False
WZPQAQGIOSQQKF,WZPQAQGIOSQQKF,C55O6,False
WZPQDFQNHXRVBB,WZPQDFQNHXRVBB,C22N4O2,False
WZPTZIZHBNXVOT,WZPTZIZHBNXVOT,C14N4O3S1,False
WZPUVOCPTCVHNC,WZPUVOCPTCVHNC,C16F1N3O3,False
WZPXOAJHNDTRMD,WZPXOAJHNDTRMD,C18N2O2S1,False
WZPYMXBHXFXQLH,WZPYMXBHXFXQLH,C25N6O3S1,False
WZPYSKJSAGWGPJ,WZPYSKJSAGWGPJ,C18N4O2,False
WZPZJKJLTSFCOQ,WZPZJKJLTSFCOQ,C15Cl1N4O4,False
WZQADMBFVJSERR,WZQADMBFVJSERR,C18F1N4O2,False
WZQCDYYUSXPUBK,WZQCDYYUSXPUBK,C15N3O2,False
WZQCTOOAWLKVHQ,WZQCTOOAWLKVHQ,C16N6O1,False
WZQFSCIYVPFLNP,WZQFSCIYVPFLNP,C18N5O2,False
WZQFWLWROJILPZ,WZQFWLWROJILPZ,C16N3O3S1,False
WZQKDZDMVRJDET,WZQKDZDMVRJDET,C16N1O4,False
WZQQIDTVVSPSHW,WZQQIDTVVSPSHW,C16N5O3S1,False
WZQSMIUUTLWTFC,WZQSMIUUTLWTFC,C19N3O4,False
WZQSWYRPEICJOK,WZQSWYRPEICJOK,C12Cl1N2O2S1,False
WZQVPGLXWSXVHI,WZQVPGLXWSXVHI,C16F3N4O2S1,False
WZQVQQZUDVRWDJ,WZQVQQZUDVRWDJ,C17N6S1,False
WZQYBLXMBNDQHO,WZQYBLXMBNDQHO,C17N3O3S1,False
WZRBDXFUKJRFPG,WZRBDXFUKJRFPG,C17N3O2,False
WZRCQWQRFZITDX,WZRCQWQRFZITDX,C16N1O3,False
WZRDVWGWQGJGBE,WZRDVWGWQGJGBE,C22N5O4S1,False
WZRDXGQYKSXUNN,WZRDXGQYKSXUNN,C18N1O3,False
WZRFLSDVFPIXOV,WZRFLSDVFPIXOV,C25N6O3S1,False
WZRIQBHWJCDACP,WZRIQBHWJCDACP,C14F2N5O1,False
WZRLIADYRRJSHV,WZRLIADYRRJSHV,C15N4O1,False
WZROOYMPBGEOLS,WZROOYMPBGEOLS,C13Cl1F1N1O3,False
WZROYRMHDMURBH,WZROYRMHDMURBH,C17Cl2N1O3,False
WZRRJZYYGOOHRC,WZRRJZYYGOOHRC,C19O7,False
WZRRRFSJFQTGGB,WZRRRFSJFQTGGB,C3N3S3,False
WZRRWGOLLGAGPH,WZRRWGOLLGAGPH,C11N1O3S2,False
WZRRXNJALRCBNH,WZRRXNJALRCBNH,Br1C13N2S1,False
WZRUHNUBXOTVHG,WZRUHNUBXOTVHG,C20O5,False
WZRURVYSMVBUBC,WZRURVYSMVBUBC,C20N4O2,False
WZRXMSRDQFVDCM,WZRXMSRDQFVDCM,C17N2O5,False
WZRYGRLCPHPWSM,WZRYGRLCPHPWSM,C16Cl1F1N2O3,False
WZSABWSQERMVKF,WZSABWSQERMVKF,C17N5O2,False
WZSAVECLJFCRQP,WZSAVECLJFCRQP,Br1C13N4O1,False
WZSDJJIUWNZAMV,WZSDJJIUWNZAMV,C17N2O3,False
WZSDQPDPDHEUJM,WZSDQPDPDHEUJM,C19N2O4,False
WZSFFTHGEMGGCM,WZSFFTHGEMGGCM,C15N1O4S1,False
WZSJTNUPIVGXLC,WZSJTNUPIVGXLC,C18N2O4,False
WZSPPLGBRHSIDF,WZSPPLGBRHSIDF,C15N2O2,False
WZSPRJATXFKXHP,WZSPRJATXFKXHP,C10N1O2S1,False
WZSQFXYWVMQWQF,WZSQFXYWVMQWQF,Br1C13N5O1,False
WZSVSYHNVRWCJZ,WZSVSYHNVRWCJZ,C16F3N5O2,False
WZSWPTNEPDCJCV,WZSWPTNEPDCJCV,Br1C15N1O4,False
WZSWWJLIQCVBRG,WZSWWJLIQCVBRG,C26N1O7P1,False
WZSWXZAUHJJVBH,WZSWXZAUHJJVBH,C20N3O3S1,False
WZSXONGRHIREGE,WZSXONGRHIREGE,C15Cl2N1O1,False
WZSXRPXKRRCOER,WZSXRPXKRRCOER,C19N1O6,False
WZSXRTRHIYGNMH,WZSXRTRHIYGNMH,C20N5O1,False
WZTAICNUEXOPAD,WZTAICNUEXOPAD,C16F1N1O3,False
WZTAIMFCCXQOQT,WZTAIMFCCXQOQT,C17F1N3O2S1,False
WZTAJVKQLRIFEB,WZTAJVKQLRIFEB,C22N3O1,False
WZTBLZIAYMSIOJ,WZTBLZIAYMSIOJ,C10F1N1O2,False
WZTHYPKDVIMHHT,WZTHYPKDVIMHHT,C23N5O4,False
WZTKJLWJIVYQKK,WZTKJLWJIVYQKK,C13Cl1N4O3S1,False
WZTOZBNOPVOPPU,WZTOZBNOPVOPPU,Br1C12N1O5S1,False
WZTPLVGSFXHXRB,WZTPLVGSFXHXRB,C18N3O2,False
WZTRQGJMMHMFGH,WZTRQGJMMHMFGH,C5N2O2,False
WZTUTBYVVVSUPJ,WZTUTBYVVVSUPJ,C32N1O4,False
WZTVWGAAWOJBNZ,WZTVWGAAWOJBNZ,C18N5O1,False
WZTWYIDOEXKFGV,WZTWYIDOEXKFGV,C18N4O4,False
WZTXKMVYNLMVCC,WZTXKMVYNLMVCC,C15Cl1N1O3,False
WZTYKLGCUAUHKP,WZTYKLGCUAUHKP,C15Cl1N4O1,False
WZTZCKKLLPRKMB,WZTZCKKLLPRKMB,C26N3O4,False
WZUALJHXAZHJIH,WZUALJHXAZHJIH,C19N4O2,False
WZUBMARCOGTQAG,WZUBMARCOGTQAG,C20Cl1F1N6O2,False
WZUBQVZRMBDGMI,WZUBQVZRMBDGMI,C16N4O3,False
WZUCKLQCRAGBJE,WZUCKLQCRAGBJE,C13N3O4,False
WZUCRPIPBJSRAT,WZUCRPIPBJSRAT,C19N7O2,False
WZUCVWJQZYFLCP,WZUCVWJQZYFLCP,C10N6O2S1,False
WZUIWQUQHUQMOD,WZUIWQUQHUQMOD,C13F3N2O3S1,False
WZULWDXTGSBNCP,WZULWDXTGSBNCP,C15N3O2S1,False
WZUNPAVSYDHTSI,WZUNPAVSYDHTSI,C13N3O2S1,False
WZUODJNEIXSNEU,WZUODJNEIXSNEU,C8O3,False
WZUPWJVRWIVWEF,WZUPWJVRWIVWEF,C6Cl1N2O4S1,False
WZUQOZMRAHRYMT,WZUQOZMRAHRYMT,C21F1N3O2,False
WZURAMWMYDOSBR,WZURAMWMYDOSBR,Br1C14N1O4,False
WZURJZBLSQXSGS,WZURJZBLSQXSGS,C17N1O3,False
WZURRDHTLPMXLW,WZURRDHTLPMXLW,C16N2O4S1,False
WZUUSEQBJVIBNA,WZUUSEQBJVIBNA,C12Cl1N3O2,False
WZUUZPAYWFIBDF,WZUUZPAYWFIBDF,C2N4S1,False
WZUVPPKBWHMQCE,WZUVPPKBWHMQCE,C16O6,False
WZUYIQWPZJBOBN,WZUYIQWPZJBOBN,C16N5O1,False
WZVBCUZBMRVNMC,WZVBCUZBMRVNMC,C19F1N1O6,False
WZVGXPQMUILICB,WZVGXPQMUILICB,C16N1O3S2,False
WZVIBYKJNSOKTG,WZVIBYKJNSOKTG,C18N2O3,False
WZVMMFZPSBXGQY,WZVMMFZPSBXGQY,C25N2O5,False
WZVNQBFHLSYINN,WZVNQBFHLSYINN,C22N3O2,False
WZVPKQUORDHUAJ,WZVPKQUORDHUAJ,C20N5O1,False
WZVPOUMCMWKLEV,WZVPOUMCMWKLEV,C17N4O1,False
WZVQRCOGOKYORS,WZVQRCOGOKYORS,C50N1O8P1,False
WZVRTPCGKHDMCZ,WZVRTPCGKHDMCZ,C20N4O1,False
WZVRXEOKWMIDDV,WZVRXEOKWMIDDV,C29N6O9S1,False
WZVUIKDWCPCMPC,WZVUIKDWCPCMPC,C8N4O2S1,False
WZWAABFZDJABTI,WZWAABFZDJABTI,C18N3O3,False
WZWIHKVNALDKET,WZWIHKVNALDKET,C10N3O2,False
WZWIOTYITIUOCJ,WZWIOTYITIUOCJ,C63O6,False
WZWJPEIRQGHDSV,WZWJPEIRQGHDSV,C17Cl2N2O2,False
WZWKBLZNCLQBKJ,WZWKBLZNCLQBKJ,C19F1N2O3S1,False
WZWMBRNVWZMDFK,WZWMBRNVWZMDFK,C20F1N3O2,False
WZWMQGZCFXZJRJ,WZWMQGZCFXZJRJ,C15F1N3O4,False
WZWNPGBLELJTRC,WZWNPGBLELJTRC,C41N1O9P1,False
WZWOFTMDFSJIQQ,WZWOFTMDFSJIQQ,C20N3O1,False
WZWPYJOPCULCLQ,WZWPYJOPCULCLQ,C47O18,False
WZWPZEVBTVWBPU,WZWPZEVBTVWBPU,C20N5O3S1,False
WZWTWVLHUAPAMW,WZWTWVLHUAPAMW,C29N2O5S1,False
WZWVBVGMJDJPCV,WZWVBVGMJDJPCV,C17Cl1N2O3,False
WZWWVACECORYQA,WZWWVACECORYQA,C16N6,False
WZWYJBNHTWCXIM,OTGJPAOGHQFBMI,C13N3O4S2,True
WZXFPMLAZQXDJY,WZXFPMLAZQXDJY,C17N3O2,False
WZXFXUCKNJCHJG,WZXFXUCKNJCHJG,C26N2O3,False
WZXHPFIPMVRVCW,WZXHPFIPMVRVCW,C18N4O2,False
WZXHSWVDAYOFPE,WZXHSWVDAYOFPE,Br1C14N1O2,False
WZXHVMZFVCBILW,WZXHVMZFVCBILW,C13Cl1N2O2,False
WZXIOJFUAGCOPM,WZXIOJFUAGCOPM,C35O8P1,False
WZXMIGZXBQTZPS,WZXMIGZXBQTZPS,C19N4O2,False
WZXODBPNFVZOLK,WZXODBPNFVZOLK,C15N3O4S1,False
WZXOISVAJYVRFF,WZXOISVAJYVRFF,C13N4O2S1,False
WZXPOBVQMVBDBF,WZXPOBVQMVBDBF,C24N2O4,False
WZXPSAIIRAHPEU,WZXPSAIIRAHPEU,C34N3O2,False
WZXVBOVCHVXHQB,WZXVBOVCHVXHQB,C17N5O2S1,False
WZXVKFIBUSGTCO,WZXVKFIBUSGTCO,C16Cl1N3O3S1,False
WZXWJVMDMJWXFA,WZXWJVMDMJWXFA,C25O5,False
WZXXYOQMTBQDER,WZXXYOQMTBQDER,C15N4O1,False
WZXZCWIUJRKDJF,WZXZCWIUJRKDJF,C24Cl1O4,False
WZYFEBBZOIRKCQ,WZYFEBBZOIRKCQ,C16N4O3,False
WZYFJJXFOWFREV,WZYFJJXFOWFREV,C19N4O2,False
WZYFMPNEEPHIBJ,WZYFMPNEEPHIBJ,C17N4O2,False
WZYFVBFLXSQZPW,WZYFVBFLXSQZPW,C17N5O2,False
WZYGIALDVOKLLL,WJEJCVRLKIJBHP,C22O6,True
WZYGIUIUACFTEB,WZYGIUIUACFTEB,C17N5O2,False
WZYJEEIAFBHYJS,WZYJEEIAFBHYJS,C20O6,False
WZYKVPPHQGMPRT,WZYKVPPHQGMPRT,C22N3O2S1,False
WZYLJKAKVYWROX,WZYLJKAKVYWROX,C13N2O1S2,False
WZYMHFVJMIIWIX,WZYMHFVJMIIWIX,C15N3O6S1,False
WZYNIIWBTSOIJZ,WZYNIIWBTSOIJZ,C30O9,False
WZYNITXAAMYVGM,WZYNITXAAMYVGM,C19N2O3,False
WZYOAGHNADZOEZ,WZYOAGHNADZOEZ,C10F3N5O1,False
WZYPDXHSTUTVAG,WZYPDXHSTUTVAG,C14N3O1,False
WZYSDMXQEFDEPO,WZYSDMXQEFDEPO,Br1C12N1O4,False
WZYSRAIRQUFVKP,WZYSRAIRQUFVKP,C20N4O4,False
WZYXKZQJXOVCSW,WZYXKZQJXOVCSW,C16N4O3,False
WZYYCGMPAWJUPP,WZYYCGMPAWJUPP,C13N1O4S1,False
WZYZDHVPSZCEEP,WZYZDHVPSZCEEP,C19O4,False
WZZANDFLVUOGGV,WZZANDFLVUOGGV,C15F3N5O1,False
WZZGNEBLVLJEMG,WZZGNEBLVLJEMG,C18F2N4O1,False
WZZGVUSWZMBPPL,UDSCABBSELUPID,C20N2O4,True
WZZIQHIQMWJNLU,WZZIQHIQMWJNLU,C22Cl1F4N2O4,False
WZZLDXDUQPOXNW,WZZLDXDUQPOXNW,C9N2O2,False
WZZRRRPRLGPARJ,WZZRRRPRLGPARJ,C13Cl1N4O1S1,False
WZZVHNKZEGTGMM,WZZVHNKZEGTGMM,C13N4O2,False
WZZWCHBXRWSOHD,WZZWCHBXRWSOHD,C17N3O2,False
WZZWJTWCGFMVML,WZZWJTWCGFMVML,Br1C14N2O3,False
WZZXFOHWTQFBJV,WZZXFOHWTQFBJV,C20N3O4S1,False
WZZYMYUUSAPHEU,WZZYMYUUSAPHEU,C18N4O2,False
XAABBETWZGAWQW,XAABBETWZGAWQW,C17F3N1O3,False
XAADDUMJOMHHNI,XAADDUMJOMHHNI,C17N2O3S1,False
XAAFNPGWMCVDLR,XAAFNPGWMCVDLR,C18N3O4,False
XAAGWHKTRALRLO,XAAGWHKTRALRLO,Br1C13N1O4,False
XAAKCCMYRKZRAK,XAAKCCMYRKZRAK,C10N1O2,False
XAALTBXDPONZSS,XAALTBXDPONZSS,C19F2N3O3,False
XAAMROASAJQQGR,XAAMROASAJQQGR,C20Cl1N3O3S2,False
XAAPQRFIXGDKPZ,XAAPQRFIXGDKPZ,Br1C15Cl1F1N3O2,False
XAAPWLPKAVIJAU,ONIBITOSTSGZGK,C17N3O3S1,True
XAARYZDZIBRQHX,XAARYZDZIBRQHX,C18F1N2O3,False
XAASMYNQBKFIJK,XAASMYNQBKFIJK,C14F1N3O3S1,False
XAAXDKIQJLXOHP,XAAXDKIQJLXOHP,C16N1O4,False
XAAXFZWLWYBFGR,XAAXFZWLWYBFGR,C17N5O4S1,False
XAAXVOUTPRTCRO,XAAXVOUTPRTCRO,C13N4O1S2,False
XABAFWRYRFXLIZ,XABAFWRYRFXLIZ,C18N4O1,False
XABARIGSUZGZTF,XABARIGSUZGZTF,C18Cl1N7O1,False
XABCFXPLEVXDLV,XABCFXPLEVXDLV,C16N4O3,False
XABFJCOWBZINJC,XABFJCOWBZINJC,C14F1N1O4,False
XABFPGRTOMZUFH,XABFPGRTOMZUFH,C17F1N5,False
XABJLMQBPHPVQJ,XABJLMQBPHPVQJ,C19N7,False
XABODNBOVYWBRI,XABODNBOVYWBRI,C19F3N1O3,False
XABPCXZTECLYGR,XABPCXZTECLYGR,C12N1O6,False
XABRKUGQZHHTDZ,XABRKUGQZHHTDZ,C18N1O3,False
XABVAKIHDWEIJP,XABVAKIHDWEIJP,C15F1N3O2,False
XABVHJNXYWZINH,XABVHJNXYWZINH,C17N3O3,False
XABWSYHMNYFCBP,XABWSYHMNYFCBP,C21N2O2,False
XABYQIYSMWQCCU,XABYQIYSMWQCCU,C19F1N2O6S1,False
XABZIEIREDVYMU,XABZIEIREDVYMU,C15N5O3S1,False
XACCNOORGRGHQM,XACCNOORGRGHQM,C22F1N3O3S1,False
XACFMCPSHAGRDW,XACFMCPSHAGRDW,C20N5O3S1,False
XACFXBVRXMBBDS,XACFXBVRXMBBDS,C17N6O2,False
XACHQDDXHDTRLX,XACHQDDXHDTRLX,C72O4,False
XACIEZJJSXJZMD,XACIEZJJSXJZMD,C11N3O5S3,False
XACJYDZPGOTRQY,XACJYDZPGOTRQY,C13N4O2,False
XACKNLSZYYIACO,XACKNLSZYYIACO,C11N2O5,False
XACKZSRNTPEYBU,XACKZSRNTPEYBU,C50O10P1,False
XACLTSHIJXUEQX,XACLTSHIJXUEQX,C19N5O1S1,False
XACQIOZQZCYWQI,XACQIOZQZCYWQI,C14N4O3,False
XACQKTSIYYNAIA,XACQKTSIYYNAIA,C17N6O1S1,False
XACRKPITOOGBPA,XACRKPITOOGBPA,C15N4O1,False
XACVDMBKMVPXPZ,XACVDMBKMVPXPZ,C17N1O3,False
XACWLYNTDNOCTG,XACWLYNTDNOCTG,C16F3N3O2,False
XACZWVGNLJVBDD,XACZWVGNLJVBDD,C19N3O3,False
XADAODQYMITSKY,XADAODQYMITSKY,C20N1O5S1,False
XADCESSVHJOZHK,XADCESSVHJOZHK,C15N1O2,False
XADFWMSVGBIIKG,XADFWMSVGBIIKG,C14N8S1,False
XADHGVIWNAQAHO,XADHGVIWNAQAHO,C15N1O5,False
XADHVLIFKWTJND,XADHVLIFKWTJND,C19N5O1,False
XADLJAMOEJKBSC,XADLJAMOEJKBSC,C13N3O2,False
XADMUELTMAQBIM,XADMUELTMAQBIM,C17N2O2,False
XADMUEYDPWTWQL,XADMUEYDPWTWQL,C20F1N5O2,False
XADOUPQBPGUZBI,XADOUPQBPGUZBI,C15F2N4O2,False
XADPVJYZRZMXLV,XADPVJYZRZMXLV,C46O6,False
XADQZWXOHAGCTE,XADQZWXOHAGCTE,C19N5,False
XADVKEJHOZAYSN,XADVKEJHOZAYSN,C17N5O1S1,False
XADWZDLBNCHJEL,XADWZDLBNCHJEL,Br1C12N4O1,False
XADXDSVACDWRHN,XADXDSVACDWRHN,C26N2O3,False
XADXORRHGDBITO,XADXORRHGDBITO,C14Cl1N1O4,False
XADXRWJVNSWNML,XADXRWJVNSWNML,C18N2O2,False
XADYVSROZGWOCR,XADYVSROZGWOCR,C15N3O4,False
XADZSFXTHHBDMX,XADZSFXTHHBDMX,C18F2N4O1,False
XADZWUSYKREVAG,XADZWUSYKREVAG,C53O10,False
XAEALJWINPSLPP,XAEALJWINPSLPP,C16N3O4S1,False
XAEASRIIEZEKAT,XAEASRIIEZEKAT,C18F2N3O2,False
XAECBOBIXXXVRH,XAECBOBIXXXVRH,C37O4,False
XAECDLPSGROWKK,XAECDLPSGROWKK,C18N2O3,False
XAEDAPRIUAICHC,XAEDAPRIUAICHC,C15N3O1,False
XAEDBTGRTATIPG,XAEDBTGRTATIPG,C14N1O4S1,False
XAEGFSDBCVIVRB,XAEGFSDBCVIVRB,Br1C18N3O4,False
XAEHDIVPGLJLAJ,XAEHDIVPGLJLAJ,C18N1O3S1,False
XAEJDGZQDDLJOP,XAEJDGZQDDLJOP,C17N4O2,False
XAEJIFARBQJLML,XAEJIFARBQJLML,C15N4S1,False
XAEJYWANJPMDDX,XAEJYWANJPMDDX,C12F2N3O2S1,False
XAEKRWDVBSMPCB,XAEKRWDVBSMPCB,C17F1N3,False
XAEMSXPXEPKEIX,XAEMSXPXEPKEIX,C15N3O3S1,False
XAESEQVFUXSHSB,XAESEQVFUXSHSB,C19N3O3,False
XAETUBXNYAHXPI,XAETUBXNYAHXPI,C13N3O2S1,False
XAEUUSCDCQHHOG,XAEUUSCDCQHHOG,C18N5O2,False
XAEXWJOGFCHUSI,XAEXWJOGFCHUSI,C20F1N3O3,False
XAFBGNXUGYVPRL,XAFBGNXUGYVPRL,C13N2O3,False
XAFDZOUTNWNBIC,XAFDZOUTNWNBIC,C15F3N4O2,False
XAFFBHRHOULDSM,XAFFBHRHOULDSM,C20O3,False
XAFFULPVQSAGOV,XAFFULPVQSAGOV,C22O5,False
XAFHIXWQKCZAII,XAFHIXWQKCZAII,C13N5O1,False
XAFJIIZCMNHLRS,DBTJPIHCSQSGLY,C15O4,True
XAFJIMVZKZUFPE,XAFJIMVZKZUFPE,C10N1O1,False
