metric_ik14,n_inchikey14,inchikey14s,example_smiles
ANPXUTLKCKWLGY,2,ANPXUTLKCKWLGY;AYRXSINWFIIFAE,O=CC(O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O;O=C(C(O)CO)C(O)C(O)COC1OC(CO)C(O)C(O)C1O
ANZPTHKCKUKVBT,2,ANZPTHKCKUKVBT;CSATWRZOLKGPRW,O=C(c1ccc(O)c(C2OC(CO)C(O)C(O)C2O)c1O)C(O)Cc1ccc(O)cc1;O=C(Cc1ccc(O)cc1)C(O)c1ccc(O)c(C2OC(CO)C(O)C(O)C2O)c1O
VOGRWOYBWQNNOG,2,BRBKMOQVYCGFDN;VOGRWOYBWQNNOG,CCCCCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cc(Cl)c(O)c(OC)c1;CCCCCOC(=O)C1=C(C)N=C2CCCC(=O)C2C1c1cc(Cl)c(O)c(OC)c1
VORBHEGMEBOMMB,2,VCCUOZSDXVZCSK;VORBHEGMEBOMMB,CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)c(CCC(=O)O)c4C)C(CCC(=O)O)=C3C;CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)C(CCC(=O)O)=C4C)c(CCC(=O)O)c3C
VOWJZBALBBVYOP,2,IZUPUFJGTVBOJL;VOWJZBALBBVYOP,COc1ccc(C=NNC(=O)CCC2C(=O)NN=C2C)c(OC)c1;COc1ccc(C=NNC(=O)CCc2c(C)[nH][nH]c2=O)c(OC)c1
VPEJMHYFGCNXLM,2,DOMWKUIIPQCAJU;VPEJMHYFGCNXLM,CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C;CCCCCC(=O)OC1(C(C)=O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C
VRDZGZBSHAOURN,2,KALPNLSEETUKEC;VRDZGZBSHAOURN,CCCCCC(O)CCC(=O)NNC1=CC(=O)CC(C)(C)C1;CCCCCC(O)CCC(=O)NN=C1CC(=O)CC(C)(C)C1
VRUITRJTRVWMKN,2,SLWWJZMPHJJOPH;VRUITRJTRVWMKN,O=C(O)C1=CC(=O)C(O)C(O)C1;O=C(O)C1CC(=O)C(O)C(=O)C1
VTIGLWKNOUGBFI,2,OSUWSLKXPZXDPE;VTIGLWKNOUGBFI,COc1cc(C2C(C(=O)OC3CCCCC3)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)cc(Cl)c1O;COc1cc(C2C(C(=O)OC3CCCCC3)=C(C)N=C3CC(c4ccccc4)CC(=O)C32)cc(Cl)c1O
VTWAJMQICXOMPU,2,CUESTXISHWZOQU;VTWAJMQICXOMPU,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccc(F)cc1F;CCOC(=O)C1C(=N)Oc2c(c(=O)oc3ccccc23)C1c1ccc(F)cc1F
VTWNBHBLWRWSOB,2,CBGUOGMQLZIXBE;VTWNBHBLWRWSOB,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C;CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C
VVAVVGQKUPQTAU,2,TYNNXAMDNHTMLY;VVAVVGQKUPQTAU,COc1ccc(C2c3[nH]c4ccccc4c3CC3C(=O)N(c4ccccc4C(=O)NCCN4CCOCC4)C(=O)N32)cc1;COc1ccc(C2c3[nH]c4ccccc4c3Cc3c(O)n(-c4ccccc4C(=O)NCCN4CCOCC4)c(=O)n32)cc1
AOAIVWHJDSQHEK,2,AOAIVWHJDSQHEK;QVKXLPAYTRZQOR,Cc1ccc(-c2[nH]c(C(=O)NCCCN3CCOCC3)cc3c4ccccc4nc2-3)cc1;Cc1ccc(-c2nc(C(=O)NCCCN3CCOCC3)cc3c2[nH]c2ccccc23)cc1
VWJKIJFMYOIFPH,2,PDAKXMIQFUHWQC;VWJKIJFMYOIFPH,COC1=CC(=O)C(C2COc3cc(O)ccc3C2)=CC1=O;COc1cc(O)c(C2=Cc3ccc(O)cc3OC2)cc1O
VWQKBXQRFVPFAL,2,VWQKBXQRFVPFAL;ZKFQEACEUNWPMT,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1;CC1=NC(=N)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OC(C)C
VXIXUWQIVKSKSA,2,OWBBAPRUYLEWRR;VXIXUWQIVKSKSA,O=c1cc(O)c2ccccc2o1;O=c1cc(O)oc2ccccc12
AOAYAKUYKWFDSV,2,AOAYAKUYKWFDSV;DSIVFFWGRJVLEK,CCCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(OC)c(Br)c1;CCCOC(=O)C1=C(C)N=C2CC(C)(C)CC(=O)C2C1c1ccc(OC)c(Br)c1
VYFRWSWBHXYENE,2,QXPOWGXRDUFAQW;VYFRWSWBHXYENE,CCC(C)C(=O)C1=C(O)C(CC=C(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O;CCC(C)C(=O)C1C(=O)C(CC=C(C)C)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O
VYIKEBWUZLHWQK,2,VEBVPUXQAPLADL;VYIKEBWUZLHWQK,CC1=CC23C(=O)C(C=C(CO)C(O)C2(O)C1O)C1C(CC3C)C1(C)C;CC1=CC23C(=O)C(=CC(CO)C(O)C2(O)C1O)C1C(CC3C)C1(C)C
VYUIAGTXCYOIMK,2,CRDNMYFJWFXOCH;VYUIAGTXCYOIMK,O=C1C(=C2C(O)=Nc3ccccc32)Nc2ccccc21;O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O;O=C1N=c2ccccc2=C1c1[nH]c2ccccc2c1O
VZCMBHSGEUJPSQ,2,SVEPZXBGWWNPEV;VZCMBHSGEUJPSQ,COCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1ccc(O)c(OC)c1;COCCOC(=O)C1=C(C)N=C2CC(c3ccc(Cl)cc3)CC(=O)C2C1c1ccc(O)c(OC)c1
VZKYMUDKBYLYJH,2,OVMSOCFBDVBLFW;VZKYMUDKBYLYJH,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(O)C(C)=C1C2(C)C;CC(=O)OC1=C2C(C)C(O)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C
WAABTQYXHWIWME,2,KVAGRMDUXLYLAZ;WAABTQYXHWIWME,COC(=O)CC1C2(C)CC34OC5(C)OC6(C7C(=C(O)C(C)C)C(=O)OC(c8ccoc8)C7(C)C(OC(C)=O)C(OC(C)=O)C6(O5)C13C)C(OC(C)=O)C4(O)C2OC(=O)C(C)C;COC(=O)CC1C2(C)CC34OC5(C)OC6(C7C(C(=O)C(C)C)C(=O)OC(c8ccoc8)C7(C)C(OC(C)=O)C(OC(C)=O)C6(O5)C13C)C(OC(C)=O)C4(O)C2OC(=O)C(C)C
WAKRILTZXYOGMR,2,QKMSODBVRKUPMX;WAKRILTZXYOGMR,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1cccc(Br)c1;COC(=O)C1=C(C)N=C2CC(C)(C)CC(=O)C2C1c1cccc(Br)c1
WBGUTGOSUBJTJZ,2,WBGUTGOSUBJTJZ;ZIXGXMMUKPLXBB,Cc1nccc2c(C)c3[nH]c4ccccc4c3cc12;Cc1[nH]ccc2c(C)c3nc4ccccc4c3cc12
WBNNEYYTBIRMIS,2,WBNNEYYTBIRMIS;YAADMLWHGMUGQL,O=C(O)CN=C(O)C=Cc1ccccc1;O=C(O)CNC(=O)C=Cc1ccccc1;O=C(O)C=NC(=O)CCc1ccccc1
WBRPZZGJPOGPJW,2,QDYWROGINJISOM;WBRPZZGJPOGPJW,O=C(O)CC1C(S(=O)(=O)O)=Nc2ccccc21;O=C(O)Cc1c(S(=O)(=O)O)[nH]c2ccccc12
WBTNVESPLHNWDI,2,NEAFOYGNZAYARY;WBTNVESPLHNWDI,O=C(O)C(=C1OC(=O)C(c2cc3c4c(c(O)cc(C5=C(O)C(=C(C(=O)O)c6ccc(O)cc6)OC5=O)c4c2)OC3=O)=C1O)c1ccc(O)cc1;O=C(O)C(=C1OC(=O)C(=c2cc(O)c3oc(O)c4cc(C5C(=O)OC(=C(C(=O)O)c6ccc(O)cc6)C5=O)cc2c43)C1=O)c1ccc(O)cc1
WBXPDJSOTKVWSJ,2,MSSJVBDQLOBSRB;WBXPDJSOTKVWSJ,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1;Nc1nc2[nH]cc(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1;NC1=NC(=O)C2C(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)=CN=C2N1
WCCMSLIJOUKMDX,2,HWZBNRRJNYXLRX;WCCMSLIJOUKMDX,CC1=C(C(=O)Nc2ccccc2C)C(c2ccccc2OCc2ccccc2)n2nnnc2N1;CC1=Nc2nnnn2C(c2ccccc2OCc2ccccc2)C1C(=O)Nc1ccccc1C
WCQRQXQYWZVZTQ,2,VFJXUDDNYBFDSQ;WCQRQXQYWZVZTQ,CC(CC(=O)OCC(O)C(O)C(O)C(O)C=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C;CC(CC(=O)OCC(=O)C(O)C(O)C(O)CO)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
WCVGQOGBFWDYSI,2,RHYBFKMFHLPQPH;WCVGQOGBFWDYSI,CN1CC(=O)NC1=O;Cn1cc(O)[nH]c1=O
WDMDRKRMBPXZRD,2,BKSKRTICTRLOEE;WDMDRKRMBPXZRD,Cc1c(Cl)ccc2sc(N(Cc3ccccn3)C(=O)CN3C(=O)CCC3=O)nc12;Cc1c(Cl)ccc2sc(N(Cc3ccccn3)C(=O)Cn3c(O)ccc3O)nc12
WDZCUPBHRAEYDL,2,RISDZDVHYCURHD;WDZCUPBHRAEYDL,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C;COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C3CCCC3)CC2)C(=C4O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
WESPTIIZSXIWBN,2,ALIUOMZWLHSXSX;WESPTIIZSXIWBN,COC(=O)C1=C(C)Nc2[nH]c(SC)nc(=O)c2C1c1ccc(F)cc1;COC(=O)C1C(C)=Nc2[nH]c(SC)nc(=O)c2C1c1ccc(F)cc1
WFMLBOGCJNOTRN,2,AOLLRBVQJZTTPF;WFMLBOGCJNOTRN,COC1=C(NC(CO)CCC(=O)O)CC(O)(CO)CC1=O;COC1C(=O)CC(O)(CO)CC1=NC(CO)CCC(=O)O
WFOGFGYRMNBDED,2,DVFXEUYOOYUTOA;WFOGFGYRMNBDED,COC1CC(OC2CCC3(C)C(CCC45OC46CC=C(C4=CC(=O)OC4)C6(C)CCC35)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O;COC1CC(OC2CCC3(C)C(CCC45OC46C=CC(=C4COC(=O)C4)C6(C)CCC35)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
WGDSDEVOHGPQIH,2,WGDSDEVOHGPQIH;XIJJZKASKOJNGG,COc1cccc(C2NC(CCSC)(C(=O)O)C3C(=O)N(C(C)C)C(=O)C23)c1O;COc1cccc(C2NC(CCSC)(C(=O)O)c3c2c(O)n(C(C)C)c3O)c1O
WGGAGOVRNJBQHV,2,RDNRFMJRXXIZHQ;WGGAGOVRNJBQHV,CCOc1cc(C2C(C(=O)OCCc3ccccc3)=C(C)NC3=C2C(=O)CC(c2ccc(OC)cc2)C3)ccc1O;CCOc1cc(C2C(C(=O)OCCc3ccccc3)=C(C)N=C3CC(c4ccc(OC)cc4)CC(=O)C32)ccc1O
WGIMZJFXUGTVFX,2,GKLSYIMLZDYQBJ;WGIMZJFXUGTVFX,CC1OC(c2c(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c2O)C(OC2OC(C)C(O)C(O)C2O)C(O)C1=O;CC1OC(c2c(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c2O)C(OC2OC(C)C(O)C(O)C2O)C(=O)C1O
WHSNBMNJZGUJNY,2,DRLPGCQGNAWWNH;WHSNBMNJZGUJNY,CC1=C(C(=O)OC(C)C)C(c2cccnc2)n2nnnc2N1;CC1=Nc2nnnn2C(c2cccnc2)C1C(=O)OC(C)C
WIFGZLGRSMDKBI,2,NNCYWYKIMLRIRQ;WIFGZLGRSMDKBI,C=CC(C)(C)C12CC3C(=O)NC(=Cc4cnc[nH]4)C(=O)N3C1N(O)c1ccccc12;C=CC(C)(C)C12Cc3c(O)nc(Cc4c[nH]cn4)c(=O)n3C1N(O)c1ccccc12
WIGUUKSQPAOWFS,2,WBQVRPYEEYUEBQ;WIGUUKSQPAOWFS,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1;CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC4OC(C(=O)O)C(O)C(O)C4OC4OC(C(=O)O)C(O)C(O)C4O)C(C)(CO)C2CCC13C
WIYDXFMKMCTETB,2,WIYDXFMKMCTETB;XQJFWXFZEDKVQR,CC(C)=CC(O)C12OC1C(=O)C1=C(C2=O)C2OC(C)C1C1C(C)OC=C3C(=O)C4(C(O)C=C(C)C)OC4C(=O)C321;CC(C)=CC(O)C12OC1C(=O)C13C(=COC(C)C1=C1C(C)OC3C3C(=O)C4(C(O)C=C(C)C)OC4C(=O)C13)C2=O
WJEJCVRLKIJBHP,2,WJEJCVRLKIJBHP;WZYGIALDVOKLLL,CC(=O)OC12C(O)C(C)C3(O)C4C=C(C)C(=O)C4CC(CO)=CC3C1C2(C)C;CC(=O)OC12C(O)C(C)C3(O)C4=C(CC(CO)=CC3C1C2(C)C)C(=O)C(C)C4
WJFKNYWRSNBZNX,2,QWXDTDWOYQPERX;WJFKNYWRSNBZNX,c1ccc2c(c1)Nc1ccccc1S2;C1=CCC2=Nc3ccccc3SC2=C1
WJLHDYQXCJXZGV,2,JFACETXYABVHFD;WJLHDYQXCJXZGV,COC(=O)C1(C)CCC2(C)CCC3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)C4(C)CCC3(C)C2C1;C=c1c(O)c(O)cc2c1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)OC)CCC3(C)CCC12C
WJRIHWQHXZEYMP,2,QTTRZHGPGKRAFB;WJRIHWQHXZEYMP,CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C;CCC(=O)C1(C)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C
WKCRUNZKPXFFDM,2,LTEYADKCUWEHSA;WKCRUNZKPXFFDM,CC(C)=CCCC(C)=CCCC(C)=CCc1c(O)cc2c(c1O)CN(C(CCC(=O)O)C(=O)O)C2=O;CC(C)=CCCC(C)=CCC=C(C)CCc1c(O)cc2c(c1O)CN(C(CCC(=O)O)C(=O)O)C2=O
WKDDQPXIVLZWNA,2,WKDDQPXIVLZWNA;WSMUAKDGOFXEQI,CC(C)OC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccc(F)cc1;CC(C)OC(=O)C1C(=N)Oc2c(oc(CO)cc2=O)C1c1ccc(F)cc1
WKGCJHQTTONMMB,2,WKGCJHQTTONMMB;ZFZBFXBVBCLQPB,Cc1ccc(C)c(N2C(=O)CSC2=NNC(=O)c2ccccc2Cl)c1;Cc1ccc(C)c(-n2c(O)csc2=NNC(=O)c2ccccc2Cl)c1
WKSNGSPNQSMRBC,2,RLAKWLFUMAABBE;WKSNGSPNQSMRBC,CCC1C2CCN3CCC4(C(=C2C(=O)OC)Nc2ccccc24)C13;CCC1C2CCN3CCC4(C(=Nc5ccccc54)C2C(=O)OC)C13
WKUWAQXQTDLVJH,2,CRULJZWXPCYLAC;WKUWAQXQTDLVJH,CC1CC(=O)C2=C(CCC3(O)C2C(=O)c2cccc(O)c2C3O)C1;CC1=CC(=O)C2C(CCC3(O)C(O)c4c(O)cccc4C(=O)C23)C1
AOINGWZOAGFDOX,2,AOINGWZOAGFDOX;HCEOBGUNTZPXLG,Cc1csc(NC(=O)C2=C(O)c3sc(Cl)cc3S(=O)(=O)N2C)n1;Cc1csc(NC(=O)C2C(=O)c3sc(Cl)cc3S(=O)(=O)N2C)n1
WMFHEWNJOMOXAR,2,SRNHKDNMPLHNHG;WMFHEWNJOMOXAR,COc1cc(C2C3=C(CC(C)(C)CC3=O)Nc3nc(O)nc(O)c32)cc(OC)c1OC;COc1cc(C2c3c([nH]c(=O)[nH]c3=O)N=C3CC(C)(C)CC(=O)C32)cc(OC)c1OC
WMFIVEOMXKWTHY,2,WMFIVEOMXKWTHY;XRTOJGYRPZUDFW,C=C1C(O)CC2C(C)(C)CCCC2(C)C1CC1C(C)=CCC2C(=O)C(OC)=CC(=O)C21c1cc(=O)c2c(O)cc(O)cc2o1;C=C1C(O)CC2C(C)(C)CCCC2(C)C1CC1=C(C)C=CC2C(=O)C(OC)CC(=O)C12c1cc(=O)c2c(O)cc(O)cc2o1
WMVWPJIJIHCNGW,2,FNOWZTMNFWPNII;WMVWPJIJIHCNGW,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1cc(OC)c(OC)c(OC)c1;CCOC(=O)C1=C(C)N=C2CC(c3ccc(Cl)cc3)CC(=O)C2C1c1cc(OC)c(OC)c(OC)c1
WNBGTUQXDOGCKQ,2,FUFYDKWEAXYOHH;WNBGTUQXDOGCKQ,CC(C)OC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccc(Cl)cc1;CC(C)OC(=O)C1C(=N)Oc2c(oc(CO)cc2=O)C1c1ccc(Cl)cc1
WNMRORWUEHFXFW,2,JKARNFYYDVTNBI;WNMRORWUEHFXFW,COCCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cc(Br)c(O)c(OC)c1;COCCOC(=O)C1=C(C)N=C2CCCC(=O)C2C1c1cc(Br)c(O)c(OC)c1
WNXGSGNHXNGWEI,2,UJQFPCFWOKPURJ;WNXGSGNHXNGWEI,COc1cc2c(c(OC)c1O)C(c1ccc(O)cc1)C1C(=O)OC3C(COC(=O)C1=C2)OC(CO)(OC1OC(COC(=O)C=Cc2ccc(OC4OC(C)C(O)C(O)C4O)cc2)C(O)C(O)C1O)C3O;COc1cc2cc3c(c(-c4ccc(O)cc4)c2c(OC)c1O)=C(O)OC1C(COC=3O)OC(CO)(OC2OC(COC(=O)C=Cc3ccc(OC4OC(C)C(O)C(O)C4O)cc3)C(O)C(O)C2O)C1O
WOJBAMBWWYIQHQ,2,NWIBSHFKIJFRCO;WOJBAMBWWYIQHQ,COC12C(COC(=N)O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12;COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12;C=c1c(N)c(O)c2c(c1O)N1CC3NC3C1(OC)C=2COC(N)=O
WOQYMYPQXQHYGO,2,HJOUSWJOPKLCGA;WOQYMYPQXQHYGO,NC=C1Cc2ccccc2C1=O;N=CC1Cc2ccccc2C1=O
WORZGLFLDFSMGN,2,VSLVXHGVRYHBFZ;WORZGLFLDFSMGN,CCCc1[nH]nc2c1C(c1ccc(O)cc1)C(C#N)=C(N)O2;CCCc1[nH]nc2c1C(c1ccc(O)cc1)C(C#N)C(=N)O2
WPRYMXOIJPFHMI,2,FFIYJDUOKQDRJD;WPRYMXOIJPFHMI,CC(C)OC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccc(Cl)c(Cl)c1;CC(C)OC(=O)C1C(=N)Oc2c(oc(CO)cc2=O)C1c1ccc(Cl)c(Cl)c1
WQAWQYRINDKAJN,2,GYNFYIJDZOWNDK;WQAWQYRINDKAJN,COc1ccc(C=C2NC(=O)C3Cc4ccccc4CN3C2=O)cc1;COc1ccc(Cc2nc(O)c3n(c2=O)Cc2ccccc2C3)cc1
WQIMATWNKGZYDA,2,NLQOUEKNYYLECS;WQIMATWNKGZYDA,CC1(C)CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccc(OCc2ccc(Br)cc2)cc1;CC1(C)CC(=O)C2C(=Nc3ccccc3NC2c2ccc(OCc3ccc(Br)cc3)cc2)C1
WQYBGRXDMAPWKE,2,WQYBGRXDMAPWKE;YYASEJLMBGRAMO,Cc1ccc(C)c(C2C(C#N)=C(N)Oc3c2oc(CO)cc3=O)c1;Cc1ccc(C)c(C2c3oc(CO)cc(=O)c3OC(=N)C2C#N)c1
WRKKCJOHOLQFBB,2,GWPFFRCJJVYBJB;WRKKCJOHOLQFBB,COc1cc(C2C(C(=O)OC(C)C)=C(C)NC3=C2C(=O)CCC3)cc(Br)c1O;COc1cc(C2C(C(=O)OC(C)C)=C(C)N=C3CCCC(=O)C32)cc(Br)c1O
WRLVHADVOGFZOZ,2,KOCVKGYKBLJEPK;WRLVHADVOGFZOZ,CCOc1ccccc1NN=C1C(=O)N(c2nc(-c3ccccc3)cs2)N=C1C;CCOc1ccccc1N=Nc1c(C)[nH]n(-c2nc(-c3ccccc3)cs2)c1=O
WRLXUWIFBRERLU,2,JGZDPLNVUOFETD;WRLXUWIFBRERLU,C=C(C(=O)OC)C1CC=C2C=CC(=O)C(C)C2(C)C1;C=C(C(=O)OC)C1C=CC2=CCC(=O)C(C)C2(C)C1
WSSHUBQPIWIVLK,2,DQBXBQIOPVLJEV;WSSHUBQPIWIVLK,CC(=CC(=O)O)C=C(C)CC(C)CCCCC(O)C(CO)C(=O)OC(CCCCC(C)CC(C)=CC(C)=CC(=O)O)C(CO)C(=O)O;CC(=CC(=O)O)C=C(C)CC(C)CCCCC(O)C(CO)C(=O)OC(CCCCC(C)C=C(C)C=C(C)CC(=O)O)C(CO)C(=O)O
WSXOTZSBAUZPRW,2,HWCFNAAYDFUGQA;WSXOTZSBAUZPRW,COc1cccc(C(C2C(=O)N(c3ccccc3)N=C2C)C2C(=O)N(c3ccccc3)N=C2C)c1OC;COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1OC
WTBZNVRBNJWSPF,2,IXQKXEUSCPEQRD;WTBZNVRBNJWSPF,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C;CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(=O)C(O)C4(C)C)C3(C)C(=O)CC12C
WTLUJIVZBFRIFT,2,NXFICBFQXYEHSU;WTLUJIVZBFRIFT,COc1ccc(C(=O)NC(=Cc2ccco2)C(O)=NCCc2c(C)[nH]c3ccccc23)cc1;COc1ccc(C(=O)N=C(Cc2ccco2)C(=O)NCCc2c(C)[nH]c3ccccc23)cc1
WTRSDYASGDJGGB,2,OBZHEBDUNPOCJG;WTRSDYASGDJGGB,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1;CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C2CCC13C
WTZMCRZWAXADAJ,2,IWRPVTXREVYBHT;WTZMCRZWAXADAJ,CC(=O)OC1CC2(C)C(C(C)=O)CCC2C2CCC3=CC(=O)CCC3(C)C12;CC(=O)OC1CC2(C)C(C(C)=O)CCC2C2CC=C3CC(=O)CCC3(C)C12
WUQMVSOZWZOUJR,2,AZFLJNIPTRTECV;WUQMVSOZWZOUJR,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N;CC12CC=C3C4=C(CCC3C1CCC2(O)CC#N)CC(=O)CC4
WUVPHPUDYOVMOE,2,NGHMDNPXVRFFGS;WUVPHPUDYOVMOE,O=CC(O)C(O)COP(=O)(O)O;O=C(CO)C(O)COP(=O)(O)O
WVPWKABOGNLBHJ,2,PZSOXNOGNYAAIA;WVPWKABOGNLBHJ,CC(C)OC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccccc1[N+](=O)[O-];CC(C)OC(=O)C1C(=N)Oc2c(oc(CO)cc2=O)C1c1ccccc1[N+](=O)[O-]
WWZKSWOOWPHMJO,2,JDOFCMASVRMYJU;WWZKSWOOWPHMJO,CC=C1CN2CCC34C(=C(C=O)C1CC23)Nc1c(O)cccc14;CC=C1CN2CCC34C(=Nc5c(O)cccc53)C(C=O)C1CC24
AOQVEWHCTJBXCU,2,AOQVEWHCTJBXCU;FWHAYHIGJSFGKO,COC(=O)C1(Cc2ccc(O)c(CC3OC3(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1;COC(=O)C1(Cc2ccc(O)c(CC3OC3(C)C)c2)OC(=O)C(=O)C1c1ccc(O)cc1
WYACCFLKLIFATH,2,NDBXXDZBQSWCQS;WYACCFLKLIFATH,COC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccccc3)C2)C1c1cc(Br)c(O)c(OC)c1;COC(=O)C1=C(C)N=C2CC(c3ccccc3)CC(=O)C2C1c1cc(Br)c(O)c(OC)c1
WYBSDRCRKPVVIO,2,NODOLTRBPIFGCQ;WYBSDRCRKPVVIO,C=C1C=CC(=O)N(C)CC(=O)NC(C(O)C(N)=O)C(=O)OC(C(C)CCCCCCCCCCCC(C)C)C(C)C(=O)N1;CC1=NC(=O)C(C)C(C(C)CCCCCCCCCCCC(C)C)OC(=O)C(C(O)C(N)=O)NC(=O)CN(C)C(=O)C=C1
WYUBBSNEBJLQEC,2,NBONCKXCKGSEAW;WYUBBSNEBJLQEC,Cc1ccc(-c2[nH]c(C(=O)NCC3CCCO3)cc3c4ccccc4nc2-3)cc1;Cc1ccc(-c2nc(C(=O)NCC3CCCO3)cc3c2[nH]c2ccccc23)cc1
WYYCRMBIYYRAEW,2,PSGAAPLEWMOORI;WYYCRMBIYYRAEW,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C;CC(=O)OC1(C(C)=O)CCC2C3CC(C)=C4CC(=O)CCC4(C)C3CCC21C
WZUVPPKBWHMQCE,2,WZUVPPKBWHMQCE;XBCJEYVXBQTRTC,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2;OC1=C2OCC3(O)Cc4cc(O)c(O)cc4C3=C2C=CC1O
